Tochinishiki,Y,196003,14,Y1e,1385.6538606508489
Yoshibayama,Y,195801,1,Y1w,915.0
Kagamisato,Y,195801,15,Y2eHD,936.1167242725733
Chiyonoyama,Y,195809,1,Y2eHD,1084.0496433160658
Matsunobori,O,196107,11,M7w,989.0800528516409
Tokitsuyama,S,195811,8,K1e,1091.0352297131235
Shimizugawa,K,195801,3,K1e,933.8537673247541
Kotodaigo,,201901,3,NULL,894.751314960001
Kaito,,202003,8,NULL,894.985445697946
Wakanohana,Y,196011,1,Y1e,1382.2451730002526
Asashio,Y,196103,14,Y1w,1297.0507788600435
Kotogahama,O,196103,13,O1w,1168.8547690813693
Wakahaguro,O,196103,7,O2eHD,1250.8700853856471
Tamanoumi,S,196001,2,K1w,1081.5115789825627
Wakamaeda,S,195903,5,S2eHD,1051.878498038865
Haguroyama,S,196203,7,S1e,1233.8081217614456
Kitanonada,S,196007,6,S1w,1143.0560801883253
Tsurugamine,S,196307,7,K1e,1180.9780198740011
Iwakaze,S,196111,13,K1w,1214.4373454233219
Shionishiki,K,196009,14,M5w,1032.4144811662788
Wakanoumi,K,196001,4,K2eHD,1107.8172221546574
Hajimayama,M4e,195901,14,M8e,936.1605915963761
Ohikari,K,196109,7,M1w,1105.321186632602
Shimanishiki,M5e,195901,7,M9e,938.2454334537426
Yoshakayama#,K,195801,15,M5w,972.640517976842
Futatsuryu,M3e,196007,4,M9e,1018.4735239882988
Wakasegawa,M3w,195811,6,M6e,971.1986299604587
Hoshikabuto,M7e,196301,11,M16e,1008.668075927273
Shinobuyama,S,195809,15,S1e,1024.2825058038227
Mitsuneyama,M2e,195909,15,M9e,981.4337619532677
Tochihikari,O,196309,3,O2eHD,1343.7356839585545
Daitenryu,M2e,196009,8,M6e,1016.1061010436325
Osegawa,M7e,195811,14,M8e,952.9486680281216
Dewanishiki,S,196209,2,S1e,1180.2712567457065
Fukunoumi,M10w,196001,9,J9w,952.8663551328285
Fusanishiki,S,196105,3,S2eHD,1172.4010731040667
Narutoumi,M9w,196009,14,J3e,994.266342562521
Koinose,M12e,195905,5,M20e,968.3122167537357
Otachi,M11e,195801,6,M12w,944.9235713909694
Atagoyama,M3w,195909,13,M15w,1028.17629062065
Wakabayama,M6e,195907,5,M11w,964.9763248324182
Ouchiyama,M2w,195801,6,M14e,984.0930981286007
Oikawa,M10e,196007,11,M15e,973.4258345202195
Hirosegawa,M14w,195801,8,M15e,943.4171881666481
Kuninobori,M5e,195901,4,M5e,1011.5225746918726
Naruyama,M1w,195909,8,M4w,1040.302716308207
Yasome,M16w,195905,1,M17e,1003.9223211071708
Maenoyama,M14e,195803,9,M18e,939.7514547550363
Dewaminato,M17w,195807,10,J3e,927.3626842888465
Yoshinomine,M8e,196209,15,M14w,982.7073202081813
Kiryugawa,M6w,195901,11,M11w,1004.1129226702592
Oginohana,S,196303,2,S1w,1175.002600886191
Miyanishiki,M13w,195903,8,M16w,951.8117076718776
Wakanoshima,J7w,201507,4,J12e,927.6150398710532
Kyokutaisei,M8w,201807,12,M8w,1067.2893819939247
Hidenoumi,M12w,202001,1,J2w,1025.6817769514691
Kotoeko,M7w,201907,13,M10e,1084.610013761149
Ononishiki,M20e,195801,1,M20e,915.0
Izuminada,M6w,196103,4,J1w,985.2098674041858
Hakuryuyama,M21e,195903,13,J18e,906.3535180221493
Takanishiki,M16e,195905,14,J1w,982.1288395369958
Onoura,J1e,195809,1,J3e,925.2433960666589
Kaminishiki,J1w,195803,1,J11e,915.7866422654947
Hiodoshi,M21w,195801,12,J2e,972.1568995757989
Matsunishiki,J2w,195805,12,J5e,949.1003464364986
Tsunenishiki,M1w,196401,13,M9e,1069.900485605464
Otayama,J3w,195801,1,J3w,915.0
Takimiyama,J4e,195811,7,J10w,963.3927543412644
Azumaumi,J3e,195801,9,J4w,933.6969623326717
Fukunosato,M20w,195805,1,M20w,979.2852201753664
Kiyoenami,M19w,195803,9,J4e,984.0225900068527
Sagahikari,J5w,195811,9,J10e,944.7866073471819
Maegashio,M18e,195805,9,J1w,1004.5851778079484
Masumiyama,J7e,195801,7,J7e,932.5895861464033
Dairyu,J4w,195809,5,J5w,982.7287079896291
Tachikaze,J8e,195801,1,J8e,915.0
Hiranoto,J6e,195803,14,J12e,942.7086973284986
Kanenohana,K,196207,15,M6e,1090.4317973972138
Amatsunada,M18w,195803,11,J3w,1010.4741085459698
Hideminato,J10e,195801,2,J10e,905.5750112778454
Hanenishiki,M10e,195803,15,J2e,1008.4569510892244
Otozaki,J11e,195801,1,J11e,915.0
Hirakagawa,J3w,195803,10,J5e,979.2053091361491
Yoshiiyama,J11w,195807,12,J15e,927.7808902141936
Miyabashira,M11e,196107,9,J1w,1020.0680186823148
Hidenishiki,J9e,195805,2,J9e,962.4655063227572
Toyonoumi,M18w,195809,4,M21w,1004.1804039219091
Hakuyuzan,J8e,195807,4,J13w,928.952526566088
Sakunobori,J6w,195801,9,J14w,952.7915045676006
Futaseyama,J15e,195801,1,J15e,915.0
Nanatsuumi,J7w,195805,6,J8w,938.1012533305897
Sakurakuni,J6w,195801,12,J16e,956.5195174408607
Ijuin,J7w,195903,9,J13e,929.4132406486951
Kamioiyama,J10w,195801,13,J17e,932.9561952117831
Wakanosato,J16w,195801,5,J17w,934.472169262058
Mikasayama,J18e,195801,1,J18e,895.0
Tatekabuto,J18w,195801,3,J18w,915.5584611379977
Akenoumi,J19e,195801,10,J19e,926.5310373367902
Isenishiki,J15e,195805,2,J15e,953.6880093687038
Nachinoyama,J20e,195801,1,J20e,915.0
Asanishiki,J14e,195805,13,J17w,962.2896020681756
Kashiwado,Y,196707,15,Y1w,1561.9914374375662
Tokitsuumi,J21w,195801,7,J21w,923.5747221568909
Kashiwaryu,J19w,195801,12,J22e,932.6810246588442
Myobudani,S,196511,8,K2wHD,1301.7273219765264
Fukudayama,M4w,196105,7,M6e,1048.6993487391658
Fukumidori,J23w,195801,3,J23w,915.5585142891053
Wakachichibu,S,196307,2,S1w,1230.1063374800478
Kiyonomori,M9w,196507,2,J1e,1027.087824037546
Kitabayama,O,196409,13,O1w,1386.9182358973935
Wakasugiyama,M1w,196503,6,M1w,1141.121219433069
Fujinishiki,K,196703,9,M2e,1287.2305182270954
Daigo,S,196603,3,K1w,1275.5978606848878
Ichinoya,M4w,196201,12,M9w,1015.8154345894322
Shinkawa,M2e,195907,9,M6e,1066.1458364315345
Aonosato,S,196805,5,M6w,1128.2053061300057
Nishinaka,J7w,195901,4,J10e,958.599674959691
Hisahikari,J10e,195811,6,J21w,960.4555816762283
Midoriiwa,J18w,195809,5,J19w,944.083669928169
Tamanoura,J7e,195811,12,J17w,991.7249515255243
Okinoshima,J7e,195903,2,J15w,924.5397343623492
Kochi,J3w,196003,6,J11e,952.8428224784079
Asanoumi,M9e,196209,13,M13w,1017.3422513199159
Oiteyama,M6e,196505,2,J2e,1085.2950888613939
Sawakaze,J2w,196101,5,J5w,944.9226766849787
Tochinoumi,Y,196405,15,Y2eHD,1419.2328654336015
Wakanokuni,M8e,196711,15,J2w,1051.454444458687
Taiho,Y,196903,1,Y1e,1718.8464283104227
Udagawa,M3e,196207,9,M5e,1053.8579094450772
Tsuboi,J22e,195903,5,NULL,913.4053096976037
Kainoyama,S,196805,14,M1e,1268.5537434522369
Tokinami,J3e,196011,8,J6w,954.5329915696011
Wakatokachi,J10e,195909,9,J18w,962.5209094441954
Matsushima,J7w,196001,8,J9e,983.8187818112408
Kairyuyama,S,196505,6,M1e,1200.2710390441548
Hagurogawa,S,196303,5,S1e,1210.5754765176441
Sadanoyama,Y,196507,11,Y1e,1512.905266530055
Kiminishiki,M3e,196305,10,M3e,1065.263602331217
Maedagawa,S,196207,13,S1w,1126.8559011904422
Niigiyama#,M11e,196101,13,J2w,1031.3078003838098
Unzenyama,J7w,196205,1,J7w,897.2907687003365
Omidori,J1w,196109,3,J5w,919.9771906903998
Daiyu,M1e,196911,14,M8e,1172.8294287489591
Sagaminada,J10e,196007,12,J19e,961.5195525297054
Tsunenomatsu,J13w,196007,5,J19w,928.7608976250023
Wakakoma,M8w,196101,9,J4w,1024.3900859087582
Wakatenryu,M1e,196509,5,M4e,1127.6024488555834
Wakamiyama,J15e,196103,14,J18w,914.4814413308977
Tenzan,J5w,196109,14,J13w,951.387656069737
Toyokuni,K,196611,5,M1w,1184.6000065012995
Hibikiya,J10e,196101,1,J18w,901.7393125421228
Tokitsunami,J4w,196103,7,J16e,953.7305456993507
Wakanami,K,196803,13,M8e,1203.9797389350756
Oyazaki,J7e,196101,5,NULL,924.3200466915703
Onosaki,J4w,196105,9,J16e,947.7830095294565
Amatsukaze,M3w,196305,11,M7e,1070.4718709450347
Taikon#,M5w,196203,14,M14w,993.6916300833778
Okanoyama,M5e,196109,10,J5e,1005.5933830799577
Miyanohana,M12e,196207,16,J2e,1003.5178291138076
Hirokawa,K,196407,4,M1e,1209.2658677038507
Yutakayama,O,196507,3,O1e,1386.9774121909256
Aranami,M4w,196501,5,M7w,1084.4935977562477
Wakanaruto,M6w,196605,12,M8w,1077.4875582302182
Ogiyama,M5e,196611,9,M10e,1076.4244483553878
Sawahikari,K,196405,15,M4e,1086.1498048642263
Tamaarashi,M4e,196307,6,M4e,1084.4728311204235
Azumanishiki,M15e,196207,15,J5e,982.2654790829829
Kitanokuni,M10e,196605,6,M11e,1057.8565317028347
Akashiumi,J11e,196205,5,J16e,927.5748649034081
Yoshinoiwa,J7e,196207,3,J7e,943.6020269664684
Terunoumi,J17w,196205,2,J17w,903.7132639626241
Tochioyama,M1w,196511,14,M3e,1155.6068382966719
Kotozakura,Y,197307,16,Y1w,1508.8503268645957
Daikirin,O,197107,13,O1w,1453.0200214895308
Sakahoko,M6e,196307,7,M6e,1080.777101644635
Hanahikari,M3e,196809,9,M8w,1179.1993289682769
Kurojishi,M12e,196307,4,M15w,1034.5418393558903
Daimonji,M5w,196911,15,M10e,1055.7447941967298
Asasegawa,M1e,196603,14,M2e,1201.3111157566022
Hasegawa,S,196907,13,S1e,1377.5135912864787
Sanbeyama,J4w,196307,5,J4w,972.416553131578
Kotetsuyama,S,196611,13,M4w,1216.80153116016
Orochigawa,J4w,196305,2,J7w,941.6989631235556
Kitanofuji,Y,197111,14,Y1e,1603.2263139651368
Wakamiyama,S,196511,11,S1w,1263.64054527688
Kiyokuni,O,197105,15,O2eHD,1468.9370074697715
Matsumaeyama,M9e,196703,14,J17w,1088.6521291498404
Shikinohana,J13w,196305,11,J18w,912.3753576965704
Tensuiyama,M10w,196505,4,M14e,1071.0097553197504
Yoshinohana,M1e,196707,11,M2w,1177.1925348096238
Kongo,J10e,196307,14,J17e,935.1298081144037
Datenishiki,J16e,196307,13,J18e,909.4477166384962
Kawachiyama,J7w,196311,1,J7w,952.3742393343284
Tamanoumi,Y,197109,4,Y1e,1672.6040912802894
Wakanoshima,M5w,196601,2,M5w,1089.2974441462375
Banryunada,J17w,196311,1,J18w,900.1885005787522
Mikiyama,J8w,196109,5,NULL,921.1075543509628
Terunohana,J6e,196403,10,J14w,954.6034783884267
Daikanyama,J11e,196401,9,J18w,950.6773856674941
Arakawa,J8e,196403,9,J16w,944.7117047199732
Wakafutase,K,196809,14,K2eHD,1256.392910201967
Akihikari,J3w,196503,4,J6w,989.6633582951476
Matsuhikari,J10e,196405,15,J18w,929.5076058842504
Tsugarukuni,J3e,196609,8,J3e,945.3712834804837
Fukunohana,S,197205,4,K1w,1256.868173753907
Hachiryu,J15e,196407,2,NULL,915.2475089662404
Maedahana,J4e,196807,1,J4e,930.0292767269572
Ryushoyama,J7w,196411,6,J14w,947.5428489439366
Daishin,M8e,196607,11,M13w,1087.3355329359517
Futagodake,K,196803,12,K1w,1218.6320698981176
Asaoka,M10w,196603,15,M14e,1033.4447326844652
Kainishiki,J16e,196501,2,J16e,894.4027143018944
Makimoto,M12e,197209,3,M12e,1005.5091959638754
Wakabayama,J5w,196601,7,J7w,936.0237814820244
Wakayoshiba,M6w,196709,13,M11e,1080.1680120888232
Tashiroiwa,J18e,196503,1,J18e,901.7022140740743
Tochitada,J9e,196505,2,J15e,920.9249195229054
Katsuhikari,M1e,197007,6,M6e,1106.5814892448836
Tochiazuma,S,197003,1,S1e,1316.291328086841
Akinokuni,J9w,196711,1,J9e,961.5986338056008
Misogidori,M2e,196611,3,M2e,1165.96652975755
Aonoumi,J6w,196509,12,J16w,963.4682575720371
Kumanoura,J9w,196511,8,J13w,959.4994325277676
Kitanohana,M6e,196807,12,M7w,1072.512267833401
Mutsuarashi,S,197005,4,K1w,1280.8579611392067
Haguroiwa,K,196909,2,M3e,1242.8765916544949
Maenoyama,O,197011,7,O2wHD,1456.0226514960782
Fujinokawa,S,196911,7,M2w,1278.6777142803562
Tenchiyama,J12w,196601,12,J18w,978.3112287042484
Hanaikada,J17w,196603,3,J17w,941.1627235129795
Wakahikari,J11e,196603,3,J18e,898.2506117508709
Dairyu,J6e,196605,4,J16w,964.9515209382251
Hayama,J10e,196607,14,J17e,924.3349010173466
Tokibayama,M2e,196905,2,M3e,1153.7229201511889
Asaarashi,M12e,197003,12,J3w,983.954555823037
Mitakayama,J17e,196607,13,J18w,930.2110746615618
Hakuryo,J3w,197201,9,J7e,977.9907534557027
Dairyugawa,M1e,196911,4,M1e,1156.5150624902317
Shinzan,J18w,196611,1,J18w,893.4216563765522
Hidenishiki,J18e,196609,7,NULL,910.6978249919287
Ryuko,K,197003,14,K1w,1311.3809537631082
Takamiyama,S,197407,13,S1w,1319.9498877888566
Arashiyama,M12e,196909,3,J1e,1004.099076445004
Tochifuji,M3e,196905,1,M6w,1099.707121163189
Asanobori,M2e,196911,8,M4w,1206.7174112612988
Asakaze,J2w,197001,5,J2w,976.6370449495071
Tochiisami,M7w,197011,13,M10w,1064.6742675930423
Kurowashi,J3e,196805,5,J4w,1002.4013243220813
Oiyama,M12e,196809,6,J1w,1020.1995536382964
Daisetsu,M3w,197103,4,M3w,1109.7077859164967
Shiratayama,M4e,197105,3,M4e,1085.40057800261
Takanohana,O,197703,15,O1e,1442.0040791941262
Ageshio,J2e,196911,8,J2e,975.6024259185656
Miyama,J5e,196903,2,J5e,935.6505326164271
Futagoryu,M5w,196903,12,M9e,1112.5354032740954
Edohibiki,J1e,196907,3,J1e,979.6946211030066
Owashi,M3w,197603,15,M10e,1098.4362102207983
Taiga,M1w,197005,11,M1w,1209.3808803290783
Yoshioyama,M2e,197205,4,M5e,1157.650837718308
Kurohimeyama,S,197407,8,S2wHD,1324.2796030119755
Mienoumi,Y,198003,1,Y1e,1588.5446144244236
Asahikuni,O,197605,6,O1e,1446.6698098647885
Kongo,S,197507,15,M1w,1295.4946005457293
Masuiyama,O,198003,1,O1e,1341.9537863032347
Manazuru,J1w,196911,14,J3w,995.0217076600421
Kitaseumi,S,197705,4,S1w,1238.3064841632176
Daiju,O,197309,1,O1e,1423.0332221042147
Hagiyama,J8e,196909,12,J11w,949.9964757512321
Teruzakura,M7w,197103,15,M12e,1054.469652505178
Oshio,K,197711,13,M3e,1205.4921304392105
Futatsuryu,K,197911,7,M4w,1137.2214602604217
Kabumoto,J9w,197003,1,J9w,927.527987603238
Kaiketsu,O,197505,11,O1w,1413.7833147919473
Fujizakura,S,197401,2,K1e,1269.6927885351608
Taikan,J4e,197003,12,J10e,971.9900418032147
Ryuo,M1w,197209,11,M9e,1116.8336738811531
Kasugaryu,J6w,197003,15,J12w,949.7869981877284
Ryoga,M13e,197301,15,J5e,977.2769526544089
Tachihikari,J7e,197003,11,J13w,953.3771942718129
Wajima,Y,197401,14,Y1e,1593.8139829603235
Yutakayama,K,197407,8,K1w,1268.6696666989753
Maruyama,M2eHD,197307,4,M2eHD,1031.4801966640882
Tochizakura,J4e,197103,3,J6w,968.7872168930327
Tochibayama,J9w,197103,1,J9w,949.4518910590618
Wakanoumi,M2e,197403,9,M3e,1156.8067220633259
Wakajishi,K,197609,2,K1e,1176.9237228919014
Byakuhoyama,J7e,197203,2,J7e,925.076595413033
Shurao,J4e,197403,10,J8e,948.2430471441593
Kitanoumi,Y,197809,14,Y1e,1707.4186823924933
Aobajo,S,197609,2,M1e,1239.337436150337
Iwatora,M7e,197305,1,M7e,1062.6545371326254
Atsuminada,J12e,197107,1,J12e,939.7747868298605
Tobishima,J13w,197105,13,NULL,915.8171787882835
Tenryu,M1w,197401,1,M1w,1128.511109099678
Tamakiyama,K,197905,14,M4e,1151.3659486742465
Shiraneyama,J13e,197201,12,NULL,913.7781329403632
Daio,M4e,197503,2,M11w,1062.7565208775216
Yoshinotani,M4w,197407,8,M7w,1117.1476637566082
Kunimiyama,J13e,196911,14,NULL,892.1883437850297
Washuyama,S,197707,13,M1w,1270.7607559371947
Haji,J11w,197205,12,NULL,904.2448907680754
Katsunishiki,M13w,197511,5,J2e,1006.5853228319313
Takanoyama,J11w,197011,15,NULL,895.5905787298799
Arase,S,197709,10,S1e,1314.1324610464633
Konryu,J12w,196905,9,NULL,893.9252581119516
Kotonofuji,M5e,197509,15,M11w,1097.0659605660294
Genbu,J7e,197303,3,J9e,971.3765863280585
Kaneshiro,S,197705,10,K1e,1250.2590799088487
Chiyozakura,M5e,197701,14,M10e,1050.3968833387848
Daisharin,J6w,197305,1,J11w,930.557713956389
Onishiki,K,198205,3,M2w,1190.9790412440598
Wakanohana,Y,197901,11,Y1e,1584.129798713399
Tochiiyama,J13e,197105,13,NULL,921.3876220141179
Kaiki,S,197907,4,S1e,1200.9379771965132
Tamanofuji,S,197805,13,S1e,1333.9650134092403
Chiyonoumi,J7e,197401,3,J7e,941.6042480698814
Kotonosato,J11w,197309,14,NULL,914.3078608553129
Kirinji,S,197903,4,S1w,1307.007085407083
Kenryu,J5w,197405,4,J5w,959.9856680280556
Kotogatake,M1w,197703,15,M12w,1096.0581410404734
Oshinoyama,J8e,197403,7,J13w,945.4503355416244
Kozan,J1w,197409,7,J4e,972.8587205346806
Aobayama,K,197811,14,M4w,1188.070755678959
Kasuganada,J3w,197805,4,J8w,971.6327027821484
Kiyonohana,J5w,197601,13,J12e,955.8539901674458
Daihi,M2e,197703,13,M8e,1060.3555443634468
Banryuyama,K,197809,14,M3w,1179.2670279583024
Teruyama,J8e,197411,2,J8e,945.1760385204318
Chiyonofuji,Y,198811,14,Y1e,1658.7272612136155
Wakasoryu,J8e,197409,6,NULL,929.8961481536115
Takanosato,Y,198311,14,Y1e,1567.3510468418554
Masudayama,S,198105,1,M1w,1177.0199579867324
Daigo,M11e,197509,12,J1e,1019.4096292794368
Kurama,S,197803,13,K1e,1234.0920248402942
Naniwaryu,J10e,197505,11,J12w,964.3569457379044
Dewanohana,S,198205,15,S1e,1333.6271356164505
Ohashi,J13w,197505,2,J13w,904.300086646428
Konuma,M9e,197603,13,M14e,1070.2627878623534
Zaonishiki,M1w,198103,6,M3e,1142.6971168039217
Taiko,M8w,197807,10,M8w,1063.4943147550612
Onoumi,M4w,197703,1,M4w,1040.6861355252013
Ryumon,J1w,197611,11,J3w,987.5139040216301
Kotokaze,O,198311,10,O1w,1456.8259110488864
Kurosegawa,K,198003,6,M2e,1205.4630246595523
Hachiya,M6w,198411,1,M6w,1069.766586481465
Shinko,M8w,198005,5,M13e,1057.6236229258277
Iwanami,M8w,198001,7,M9e,1104.0142439871734
Kototateyama,J7w,197807,3,J7w,966.3215778811358
Tochiakagi,S,198003,1,S1e,1327.390066967576
Misugiiso,M2w,198203,10,M2w,1167.8034437137144
Chikarakoma,J11w,197701,9,J11w,914.6146025894784
Ushiwakamaru,J8e,197709,8,J10w,955.5975693256939
Yamaguchi,M4w,197905,2,M5w,1138.8694318939968
Shishiho,M2w,198301,14,M12w,1103.1741843419425
Ozutsu,S,198105,9,S2eHD,1277.8225644426834
Suiryu,J2e,197811,5,J8e,973.6701139335063
Amanoyama,M1w,198103,12,M5w,1169.5471249198827
Kotowaka,M2e,197907,5,M8e,1105.935912647519
Kagetora,M11e,197907,7,M13w,1024.9931009792795
Sadanoumi,K,198203,4,K1e,1207.7712242450266
Kitanohana,J4w,197803,15,J13e,974.9155322913672
Hoo,S,198407,8,S1e,1167.1146403575306
Tsunenoyama,J12w,197805,9,J12w,900.2659611752404
Tochitsurugi,M2w,198403,3,M2w,1104.5711304019103
Ofuji,J6w,198003,7,J7e,966.0364944627999
Asashio,O,198303,12,S1e,1420.2159945844235
Takabayama,J10w,197801,1,NULL,925.1416718608655
Takarakuni,M2e,198401,3,M8w,1097.4917273238673
Chikubayama,M13e,198607,1,J1e,1036.8195977129658
Toryu,S,198209,8,K1w,1196.448688046273
Kaminosato,J12e,197901,5,J12e,922.0921119929645
Hakuryuyama,M13e,198111,10,J3w,998.2635327521681
Jakuetsu,J12e,197703,12,NULL,930.736132544897
Matsuyama,J1e,198003,6,J5w,979.5564550917893
Tamaryu,K,198603,5,M2e,1136.958878565819
Hakuryu,J1w,198211,2,J2w,993.0306313998802
Hidanohana,M1w,198111,8,M1w,1128.029267072336
Kotonoryu,J11e,197909,1,J11e,907.8352395221298
Kotochitose,M5e,198109,7,M5e,1077.9208592072694
Itai,K,198611,5,M3e,1147.742299301266
Shoho,J11e,197907,4,NULL,914.492431865211
Daijuyama,S,198209,8,M1e,1253.8584334926927
Daitetsu,K,198701,15,M6e,1107.2775817050435
Wakashimazu,O,198409,13,O1e,1502.4142355972865
Hokutenyu,O,198509,10,O1e,1426.398777356082
Ayanoumi,J13e,198007,2,J13e,907.2039401037985
Wakasegawa,M1w,198901,15,M7w,1120.142323625924
Kinoarashi,M2e,198303,3,J2e,1171.6966953413141
Tagaryu,S,198411,14,K1w,1184.8358281357434
Oyutaka,K,198301,3,K1w,1121.0163797501398
Takamisugi,K,199211,15,M1w,1127.8252483204326
Wakanofuji,M2e,198207,15,M5w,1099.790328688992
Oko,M14e,198205,15,J4w,985.6800295145414
Koboyama,S,198311,14,M7w,1146.9029216112576
Fujinoiwa,J13w,198103,7,NULL,914.5939256777708
Sakahoko,S,198903,1,S1e,1310.0139256204313
Nishinofuji,J10w,198107,15,J12w,934.8233228266272
Kakureizan,J2w,198305,5,J4e,957.530015367746
Hoshiiwato,M14e,198905,15,J2w,972.686592264678
Tengoyama,J5e,198111,9,J12e,968.9031507777257
Harunafuji,J2e,198203,6,J6e,977.7471063581746
Tochimatoi,M11e,198703,5,J4e,1034.1872333162032
Kusatake,J11e,198201,6,J11e,924.7515790155373
Tochitsukasa,S,198703,1,M1e,1187.8312133394122
Asahifuji,Y,198905,13,O1e,1541.197724082917
Onokuni,Y,198711,1,Y1w,1483.8027933675146
Kaio,J7e,198205,10,J10e,934.2900727465061
Kirishima,O,199103,1,O1e,1462.6672977316553
Jingaku,K,198607,6,M1w,1148.3590440305013
Dewanoshima,J7e,198209,15,J13e,940.141102204322
Sanofuji,J5e,198211,6,J10e,950.3996106899843
Tochiizumi,J3e,198307,10,J4w,1022.84394142119
Shiraiwa,J7e,198311,11,J9w,912.1673488084392
Hokutoumi,Y,198903,11,Y1e,1534.7496385849329
Ichinowatari,J5e,198503,2,J5e,987.7340551174161
Rinho,J11w,198305,5,J11w,927.6885056172061
Hananokuni,M1e,198909,4,M4e,1168.0852531829426
Onohana,M13w,198711,14,J1w,1058.1710015670137
Seionada,J9w,198307,9,J12w,915.9288232535354
Kiyomidake,J13e,198307,11,J13e,924.44770652047
